# doi<TAB>track (C=circuits, T=technology/devices, U=ambiguous; U is counted). Labeled by LLM from titles.
10.1109/vlsitechnologyandcir46769.2022.9830228	T
10.1109/vlsitechnologyandcir46769.2022.9830334	T
10.1109/vlsitechnologyandcir46769.2022.9830503	T
10.1109/vlsitechnologyandcir46769.2022.9830392	T
10.1109/vlsitechnologyandcir46769.2022.9830254	T
10.1109/vlsitechnologyandcir46769.2022.9830233	C
10.1109/vlsitechnologyandcir46769.2022.9830252	C
10.1109/vlsitechnologyandcir46769.2022.9830330	C
10.1109/vlsitechnologyandcir46769.2022.9830395	T
10.1109/vlsitechnologyandcir46769.2022.9830287	C
10.1109/vlsitechnologyandcir46769.2022.9830352	T
10.1109/vlsitechnologyandcir46769.2022.9830312	C
10.1109/vlsitechnologyandcir46769.2022.9830221	C
10.1109/vlsitechnologyandcir46769.2022.9830520	T
10.1109/vlsitechnologyandcir46769.2022.9830158	C
10.1109/vlsitechnologyandcir46769.2022.9830250	T
10.1109/vlsitechnologyandcir46769.2022.9830290	C
10.1109/vlsitechnologyandcir46769.2022.9830513	T
10.1109/vlsitechnologyandcir46769.2022.9830386	T
10.1109/vlsitechnologyandcir46769.2022.9830205	C
10.1109/vlsitechnologyandcir46769.2022.9830405	C
10.1109/vlsitechnologyandcir46769.2022.9830345	T
10.1109/vlsitechnologyandcir46769.2022.9830450	T
10.1109/vlsitechnologyandcir46769.2022.9830329	C
10.1109/vlsitechnologyandcir46769.2022.9830157	C
10.1109/vlsitechnologyandcir46769.2022.9830393	T
10.1109/vlsitechnologyandcir46769.2022.9830304	C
10.1109/vlsitechnologyandcir46769.2022.9830421	C
10.1109/vlsitechnologyandcir46769.2022.9830185	T
10.1109/vlsitechnologyandcir46769.2022.9830338	C
10.1109/vlsitechnologyandcir46769.2022.9830209	T
10.1109/vlsitechnologyandcir46769.2022.9830230	C
10.1109/vlsitechnologyandcir46769.2022.9830382	C
10.1109/vlsitechnologyandcir46769.2022.9830242	T
10.1109/vlsitechnologyandcir46769.2022.9830480	U
10.1109/vlsitechnologyandcir46769.2022.9830466	T
10.1109/vlsitechnologyandcir46769.2022.9830385	C
10.1109/vlsitechnologyandcir46769.2022.9830277	C
10.1109/vlsitechnologyandcir46769.2022.9830477	C
10.1109/vlsitechnologyandcir46769.2022.9830160	C
10.1109/vlsitechnologyandcir46769.2022.9830262	T
10.1109/vlsitechnologyandcir46769.2022.9830188	C
10.1109/vlsitechnologyandcir46769.2022.9830182	T
10.1109/vlsitechnologyandcir46769.2022.9830353	C
10.1109/vlsitechnologyandcir46769.2022.9830251	C
10.1109/vlsitechnologyandcir46769.2022.9830358	C
10.1109/vlsitechnologyandcir46769.2022.9830348	T
10.1109/vlsitechnologyandcir46769.2022.9830376	T
10.1109/vlsitechnologyandcir46769.2022.9830325	C
10.1109/vlsitechnologyandcir46769.2022.9830243	T
10.1109/vlsitechnologyandcir46769.2022.9830261	C
10.1109/vlsitechnologyandcir46769.2022.9830468	C
10.1109/vlsitechnologyandcir46769.2022.9830282	C
10.1109/vlsitechnologyandcir46769.2022.9830401	C
10.1109/vlsitechnologyandcir46769.2022.9830516	C
10.1109/vlsitechnologyandcir46769.2022.9830508	C
10.1109/vlsitechnologyandcir46769.2022.9830204	T
10.1109/vlsitechnologyandcir46769.2022.9830140	C
10.1109/vlsitechnologyandcir46769.2022.9830263	C
10.1109/vlsitechnologyandcir46769.2022.9830144	C
10.1109/vlsitechnologyandcir46769.2022.9830307	T
10.1109/vlsitechnologyandcir46769.2022.9830423	U
10.1109/vlsitechnologyandcir46769.2022.9830515	T
10.1109/vlsitechnologyandcir46769.2022.9830305	C
10.1109/vlsitechnologyandcir46769.2022.9830151	T
10.1109/vlsitechnologyandcir46769.2022.9830180	C
10.1109/vlsitechnologyandcir46769.2022.9830322	C
10.1109/vlsitechnologyandcir46769.2022.9830425	T
10.1109/vlsitechnologyandcir46769.2022.9830207	C
10.1109/vlsitechnologyandcir46769.2022.9830315	C
10.1109/vlsitechnologyandcir46769.2022.9830225	C
10.1109/vlsitechnologyandcir46769.2022.9830150	T
10.1109/vlsitechnologyandcir46769.2022.9830274	C
10.1109/vlsitechnologyandcir46769.2022.9830179	T
10.1109/vlsitechnologyandcir46769.2022.9830328	T
10.1109/vlsitechnologyandcir46769.2022.9830284	C
10.1109/vlsitechnologyandcir46769.2022.9830253	U
10.1109/vlsitechnologyandcir46769.2022.9830470	C
10.1109/vlsitechnologyandcir46769.2022.9830361	C
10.1109/vlsitechnologyandcir46769.2022.9830457	T
10.1109/vlsitechnologyandcir46769.2022.9830501	T
10.1109/vlsitechnologyandcir46769.2022.9830351	T
10.1109/vlsitechnologyandcir46769.2022.9830279	T
10.1109/vlsitechnologyandcir46769.2022.9830300	C
10.1109/vlsitechnologyandcir46769.2022.9830256	C
10.1109/vlsitechnologyandcir46769.2022.9830357	T
10.1109/vlsitechnologyandcir46769.2022.9830199	T
10.1109/vlsitechnologyandcir46769.2022.9830374	T
10.1109/vlsitechnologyandcir46769.2022.9830190	C
10.1109/vlsitechnologyandcir46769.2022.9830507	C
10.1109/vlsitechnologyandcir46769.2022.9830186	T
10.1109/vlsitechnologyandcir46769.2022.9830299	C
10.1109/vlsitechnologyandcir46769.2022.9830226	C
10.1109/vlsitechnologyandcir46769.2022.9830310	T
10.1109/vlsitechnologyandcir46769.2022.9830505	T
10.1109/vlsitechnologyandcir46769.2022.9830372	T
10.1109/vlsitechnologyandcir46769.2022.9830488	T
10.1109/vlsitechnologyandcir46769.2022.9830249	C
10.1109/vlsitechnologyandcir46769.2022.9830197	C
10.1109/vlsitechnologyandcir46769.2022.9830208	C
10.1109/vlsitechnologyandcir46769.2022.9830174	C
10.1109/vlsitechnologyandcir46769.2022.9830455	C
10.1109/vlsitechnologyandcir46769.2022.9830347	C
10.1109/vlsitechnologyandcir46769.2022.9830509	C
10.1109/vlsitechnologyandcir46769.2022.9830139	C
10.1109/vlsitechnologyandcir46769.2022.9830237	C
10.1109/vlsitechnologyandcir46769.2022.9830141	T
10.1109/vlsitechnologyandcir46769.2022.9830194	T
10.1109/vlsitechnologyandcir46769.2022.9830454	C
10.1109/vlsitechnologyandcir46769.2022.9830214	C
10.1109/vlsitechnologyandcir46769.2022.9830319	C
10.1109/vlsitechnologyandcir46769.2022.9830414	C
10.1109/vlsitechnologyandcir46769.2022.9830145	T
10.1109/vlsitechnologyandcir46769.2022.9830317	C
10.1109/vlsitechnologyandcir46769.2022.9830490	C
10.1109/vlsitechnologyandcir46769.2022.9830273	C
10.1109/vlsitechnologyandcir46769.2022.9830389	T
10.1109/vlsitechnologyandcir46769.2022.9830458	C
10.1109/vlsitechnologyandcir46769.2022.9830187	C
10.1109/vlsitechnologyandcir46769.2022.9830383	C
10.1109/vlsitechnologyandcir46769.2022.9830238	C
10.1109/vlsitechnologyandcir46769.2022.9830467	T
10.1109/vlsitechnologyandcir46769.2022.9830416	C
10.1109/vlsitechnologyandcir46769.2022.9830175	T
10.1109/vlsitechnologyandcir46769.2022.9830482	T
10.1109/vlsitechnologyandcir46769.2022.9830166	C
10.1109/vlsitechnologyandcir46769.2022.9830412	T
10.1109/vlsitechnologyandcir46769.2022.9830462	T
10.1109/vlsitechnologyandcir46769.2022.9830220	T
10.1109/vlsitechnologyandcir46769.2022.9830360	T
10.1109/vlsitechnologyandcir46769.2022.9830448	T
10.1109/vlsitechnologyandcir46769.2022.9830308	C
10.1109/vlsitechnologyandcir46769.2022.9830236	C
10.1109/vlsitechnologyandcir46769.2022.9830409	C
10.1109/vlsitechnologyandcir46769.2022.9830370	C
10.1109/vlsitechnologyandcir46769.2022.9830289	T
10.1109/vlsitechnologyandcir46769.2022.9830399	C
10.1109/vlsitechnologyandcir46769.2022.9830153	C
10.1109/vlsitechnologyandcir46769.2022.9830271	T
10.23919/vlsitechnologyandcir57934.2023.10185246	C
10.23919/vlsitechnologyandcir57934.2023.10185423	C
10.23919/vlsitechnologyandcir57934.2023.10185308	T
10.23919/vlsitechnologyandcir57934.2023.10185253	C
10.23919/vlsitechnologyandcir57934.2023.10185207	C
10.23919/vlsitechnologyandcir57934.2023.10185287	C
10.23919/vlsitechnologyandcir57934.2023.10185362	C
10.23919/vlsitechnologyandcir57934.2023.10185358	T
10.23919/vlsitechnologyandcir57934.2023.10185397	C
10.23919/vlsitechnologyandcir57934.2023.10185380	T
10.23919/vlsitechnologyandcir57934.2023.10185223	C
10.23919/vlsitechnologyandcir57934.2023.10185439	C
10.23919/vlsitechnologyandcir57934.2023.10185435	T
10.23919/vlsitechnologyandcir57934.2023.10185436	T
10.23919/vlsitechnologyandcir57934.2023.10185292	T
10.23919/vlsitechnologyandcir57934.2023.10185307	T
10.23919/vlsitechnologyandcir57934.2023.10185387	C
10.23919/vlsitechnologyandcir57934.2023.10185345	C
10.23919/vlsitechnologyandcir57934.2023.10185351	C
10.23919/vlsitechnologyandcir57934.2023.10185324	T
10.23919/vlsitechnologyandcir57934.2023.10185316	C
10.23919/vlsitechnologyandcir57934.2023.10185281	C
10.23919/vlsitechnologyandcir57934.2023.10185300	C
10.23919/vlsitechnologyandcir57934.2023.10185367	C
10.23919/vlsitechnologyandcir57934.2023.10185245	C
10.23919/vlsitechnologyandcir57934.2023.10185375	C
10.23919/vlsitechnologyandcir57934.2023.10185229	T
10.23919/vlsitechnologyandcir57934.2023.10185405	C
10.23919/vlsitechnologyandcir57934.2023.10185227	T
10.23919/vlsitechnologyandcir57934.2023.10185279	C
10.23919/vlsitechnologyandcir57934.2023.10185166	C
10.23919/vlsitechnologyandcir57934.2023.10185366	C
10.23919/vlsitechnologyandcir57934.2023.10185275	C
10.23919/vlsitechnologyandcir57934.2023.10185297	C
10.23919/vlsitechnologyandcir57934.2023.10185262	T
10.23919/vlsitechnologyandcir57934.2023.10185377	C
10.23919/vlsitechnologyandcir57934.2023.10185372	C
10.23919/vlsitechnologyandcir57934.2023.10185161	C
10.23919/vlsitechnologyandcir57934.2023.10185332	C
10.23919/vlsitechnologyandcir57934.2023.10185251	T
10.23919/vlsitechnologyandcir57934.2023.10185266	T
10.23919/vlsitechnologyandcir57934.2023.10185236	T
10.23919/vlsitechnologyandcir57934.2023.10185217	T
10.23919/vlsitechnologyandcir57934.2023.10185215	T
10.23919/vlsitechnologyandcir57934.2023.10185256	C
10.23919/vlsitechnologyandcir57934.2023.10185301	C
10.23919/vlsitechnologyandcir57934.2023.10185325	U
10.23919/vlsitechnologyandcir57934.2023.10185335	C
10.23919/vlsitechnologyandcir57934.2023.10185163	T
10.23919/vlsitechnologyandcir57934.2023.10185230	T
10.23919/vlsitechnologyandcir57934.2023.10185352	C
10.23919/vlsitechnologyandcir57934.2023.10185386	U
10.23919/vlsitechnologyandcir57934.2023.10185254	C
10.23919/vlsitechnologyandcir57934.2023.10185218	T
10.23919/vlsitechnologyandcir57934.2023.10185162	C
10.23919/vlsitechnologyandcir57934.2023.10185368	C
10.23919/vlsitechnologyandcir57934.2023.10185339	U
10.23919/vlsitechnologyandcir57934.2023.10185428	C
10.23919/vlsitechnologyandcir57934.2023.10185322	C
10.23919/vlsitechnologyandcir57934.2023.10185338	C
10.23919/vlsitechnologyandcir57934.2023.10185276	C
10.23919/vlsitechnologyandcir57934.2023.10185327	T
10.23919/vlsitechnologyandcir57934.2023.10185165	T
10.23919/vlsitechnologyandcir57934.2023.10185219	C
10.23919/vlsitechnologyandcir57934.2023.10185234	T
10.23919/vlsitechnologyandcir57934.2023.10185361	C
10.23919/vlsitechnologyandcir57934.2023.10185408	T
10.23919/vlsitechnologyandcir57934.2023.10185319	T
10.23919/vlsitechnologyandcir57934.2023.10185264	C
10.23919/vlsitechnologyandcir57934.2023.10185432	C
10.23919/vlsitechnologyandcir57934.2023.10185225	C
10.23919/vlsitechnologyandcir57934.2023.10185407	C
10.23919/vlsitechnologyandcir57934.2023.10185418	C
10.23919/vlsitechnologyandcir57934.2023.10185419	U
10.23919/vlsitechnologyandcir57934.2023.10185289	C
10.23919/vlsitechnologyandcir57934.2023.10185398	T
10.23919/vlsitechnologyandcir57934.2023.10185415	C
10.23919/vlsitechnologyandcir57934.2023.10185430	T
10.23919/vlsitechnologyandcir57934.2023.10185235	C
10.23919/vlsitechnologyandcir57934.2023.10185388	C
10.23919/vlsitechnologyandcir57934.2023.10185267	C
10.23919/vlsitechnologyandcir57934.2023.10185410	C
10.23919/vlsitechnologyandcir57934.2023.10185342	C
10.23919/vlsitechnologyandcir57934.2023.10185231	T
10.23919/vlsitechnologyandcir57934.2023.10185370	C
10.23919/vlsitechnologyandcir57934.2023.10185260	T
10.23919/vlsitechnologyandcir57934.2023.10185284	T
10.23919/vlsitechnologyandcir57934.2023.10185329	C
10.23919/vlsitechnologyandcir57934.2023.10185239	C
10.23919/vlsitechnologyandcir57934.2023.10185314	T
10.23919/vlsitechnologyandcir57934.2023.10185296	C
10.23919/vlsitechnologyandcir57934.2023.10185208	T
10.23919/vlsitechnologyandcir57934.2023.10185330	T
10.23919/vlsitechnologyandcir57934.2023.10185431	T
10.23919/vlsitechnologyandcir57934.2023.10185426	C
10.23919/vlsitechnologyandcir57934.2023.10185323	C
10.23919/vlsitechnologyandcir57934.2023.10185354	C
10.23919/vlsitechnologyandcir57934.2023.10185273	C
10.23919/vlsitechnologyandcir57934.2023.10185353	T
10.23919/vlsitechnologyandcir57934.2023.10185357	C
10.23919/vlsitechnologyandcir57934.2023.10185249	C
10.23919/vlsitechnologyandcir57934.2023.10185159	C
10.23919/vlsitechnologyandcir57934.2023.10185248	T
10.23919/vlsitechnologyandcir57934.2023.10185263	T
10.23919/vlsitechnologyandcir57934.2023.10185278	T
10.23919/vlsitechnologyandcir57934.2023.10185290	T
10.23919/vlsitechnologyandcir57934.2023.10185250	T
10.23919/vlsitechnologyandcir57934.2023.10185381	C
10.23919/vlsitechnologyandcir57934.2023.10185437	C
10.23919/vlsitechnologyandcir57934.2023.10185222	C
10.23919/vlsitechnologyandcir57934.2023.10185421	T
10.23919/vlsitechnologyandcir57934.2023.10185302	T
10.23919/vlsitechnologyandcir57934.2023.10185378	C
10.23919/vlsitechnologyandcir57934.2023.10185355	T
10.23919/vlsitechnologyandcir57934.2023.10185274	T
10.23919/vlsitechnologyandcir57934.2023.10185385	T
10.23919/vlsitechnologyandcir57934.2023.10185294	T
10.23919/vlsitechnologyandcir57934.2023.10185238	T
10.23919/vlsitechnologyandcir57934.2023.10185403	C
10.23919/vlsitechnologyandcir57934.2023.10185164	C
10.23919/vlsitechnologyandcir57934.2023.10185280	C
10.23919/vlsitechnologyandcir57934.2023.10185326	C
10.23919/vlsitechnologyandcir57934.2023.10185312	T
10.23919/vlsitechnologyandcir57934.2023.10185320	T
10.23919/vlsitechnologyandcir57934.2023.10185382	T
10.23919/vlsitechnologyandcir57934.2023.10185317	T
10.23919/vlsitechnologyandcir57934.2023.10185348	C
10.23919/vlsitechnologyandcir57934.2023.10185247	C
10.23919/vlsitechnologyandcir57934.2023.10185212	C
10.23919/vlsitechnologyandcir57934.2023.10185310	C
10.23919/vlsitechnologyandcir57934.2023.10185272	T
10.23919/vlsitechnologyandcir57934.2023.10185304	C
10.23919/vlsitechnologyandcir57934.2023.10185233	T
10.23919/vlsitechnologyandcir57934.2023.10185396	T
10.23919/vlsitechnologyandcir57934.2023.10185321	C
10.23919/vlsitechnologyandcir57934.2023.10185240	T
10.23919/vlsitechnologyandcir57934.2023.10185303	C
10.23919/vlsitechnologyandcir57934.2023.10185390	T
10.23919/vlsitechnologyandcir57934.2023.10185295	T
10.23919/vlsitechnologyandcir57934.2023.10185373	T
10.23919/vlsitechnologyandcir57934.2023.10185411	C
10.23919/vlsitechnologyandcir57934.2023.10185346	C
10.23919/vlsitechnologyandcir57934.2023.10185427	C
10.23919/vlsitechnologyandcir57934.2023.10185221	T
10.23919/vlsitechnologyandcir57934.2023.10185438	C
10.23919/vlsitechnologyandcir57934.2023.10185404	T
10.23919/vlsitechnologyandcir57934.2023.10185270	C
10.23919/vlsitechnologyandcir57934.2023.10185226	T
10.23919/vlsitechnologyandcir57934.2023.10185283	C
10.23919/vlsitechnologyandcir57934.2023.10185334	C
10.23919/vlsitechnologyandcir57934.2023.10185349	T
10.23919/vlsitechnologyandcir57934.2023.10185337	C
10.23919/vlsitechnologyandcir57934.2023.10185282	T
10.23919/vlsitechnologyandcir57934.2023.10185356	C
10.23919/vlsitechnologyandcir57934.2023.10185429	C
10.23919/vlsitechnologyandcir57934.2023.10185359	C
10.23919/vlsitechnologyandcir57934.2023.10185389	T
10.23919/vlsitechnologyandcir57934.2023.10185261	C
10.23919/vlsitechnologyandcir57934.2023.10185211	T
10.23919/vlsitechnologyandcir57934.2023.10185425	C
10.23919/vlsitechnologyandcir57934.2023.10185244	C
10.23919/vlsitechnologyandcir57934.2023.10185331	T
10.23919/vlsitechnologyandcir57934.2023.10185360	C
10.23919/vlsitechnologyandcir57934.2023.10185344	C
10.23919/vlsitechnologyandcir57934.2023.10185286	C
10.23919/vlsitechnologyandcir57934.2023.10185340	C
10.23919/vlsitechnologyandcir57934.2023.10185336	T
10.23919/vlsitechnologyandcir57934.2023.10185347	C
10.23919/vlsitechnologyandcir57934.2023.10185412	T
10.23919/vlsitechnologyandcir57934.2023.10185285	C
10.23919/vlsitechnologyandcir57934.2023.10185414	T
10.23919/vlsitechnologyandcir57934.2023.10185402	T
10.23919/vlsitechnologyandcir57934.2023.10185255	T
10.23919/vlsitechnologyandcir57934.2023.10185416	C
10.23919/vlsitechnologyandcir57934.2023.10185242	C
10.23919/vlsitechnologyandcir57934.2023.10185369	T
10.23919/vlsitechnologyandcir57934.2023.10185288	C
10.23919/vlsitechnologyandcir57934.2023.10185420	T
10.23919/vlsitechnologyandcir57934.2023.10185424	C
10.23919/vlsitechnologyandcir57934.2023.10185422	C
10.23919/vlsitechnologyandcir57934.2023.10185394	T
10.23919/vlsitechnologyandcir57934.2023.10185269	C
10.23919/vlsitechnologyandcir57934.2023.10185434	C
10.23919/vlsitechnologyandcir57934.2023.10185413	T
10.23919/vlsitechnologyandcir57934.2023.10185365	T
10.23919/vlsitechnologyandcir57934.2023.10185384	C
10.23919/vlsitechnologyandcir57934.2023.10185400	T
10.23919/vlsitechnologyandcir57934.2023.10185363	C
10.23919/vlsitechnologyandcir57934.2023.10185271	C
10.23919/vlsitechnologyandcir57934.2023.10185343	T
10.23919/vlsitechnologyandcir57934.2023.10185210	T
10.23919/vlsitechnologyandcir57934.2023.10185399	C
10.23919/vlsitechnologyandcir57934.2023.10185311	C
10.23919/vlsitechnologyandcir57934.2023.10185258	T
10.23919/vlsitechnologyandcir57934.2023.10185214	C
10.23919/vlsitechnologyandcir57934.2023.10185315	C
10.23919/vlsitechnologyandcir57934.2023.10185328	C
10.23919/vlsitechnologyandcir57934.2023.10185417	T
10.23919/vlsitechnologyandcir57934.2023.10185298	T
10.23919/vlsitechnologyandcir57934.2023.10185395	C
10.23919/vlsitechnologyandcir57934.2023.10185433	T
10.23919/vlsitechnologyandcir57934.2023.10185241	C
10.23919/vlsitechnologyandcir57934.2023.10185393	C
10.23919/vlsitechnologyandcir57934.2023.10185213	T
10.23919/vlsitechnologyandcir57934.2023.10185341	T
10.23919/vlsitechnologyandcir57934.2023.10185277	T
10.23919/vlsitechnologyandcir57934.2023.10185228	C
10.23919/vlsitechnologyandcir57934.2023.10185160	T
10.23919/vlsitechnologyandcir57934.2023.10185259	C
10.23919/vlsitechnologyandcir57934.2023.10185306	T
10.23919/vlsitechnologyandcir57934.2023.10185216	T
10.23919/vlsitechnologyandcir57934.2023.10185252	C
10.23919/vlsitechnologyandcir57934.2023.10185299	T
10.23919/vlsitechnologyandcir57934.2023.10185391	C
10.23919/vlsitechnologyandcir57934.2023.10185309	C
10.23919/vlsitechnologyandcir57934.2023.10185224	T
10.23919/vlsitechnologyandcir57934.2023.10185291	C
10.23919/vlsitechnologyandcir57934.2023.10185401	T
10.23919/vlsitechnologyandcir57934.2023.10185237	C
10.23919/vlsitechnologyandcir57934.2023.10185364	T
10.23919/vlsitechnologyandcir57934.2023.10185383	C
10.23919/vlsitechnologyandcir57934.2023.10185232	C
10.23919/vlsitechnologyandcir57934.2023.10185379	T
10.23919/vlsitechnologyandcir57934.2023.10185209	C
10.23919/vlsitechnologyandcir57934.2023.10185374	T
10.23919/vlsitechnologyandcir57934.2023.10185293	C
10.23919/vlsitechnologyandcir57934.2023.10185392	C
10.23919/vlsitechnologyandcir57934.2023.10185268	C
10.23919/vlsitechnologyandcir57934.2023.10185243	T
10.2172/2431102	C
10.1109/vlsitechnologyandcir46783.2024.10631502	C
10.1109/vlsitechnologyandcir46783.2024.10631433	T
10.1109/vlsitechnologyandcir46783.2024.10631445	T
10.1109/vlsitechnologyandcir46783.2024.10631327	C
10.1109/vlsitechnologyandcir46783.2024.10631501	C
10.1109/vlsitechnologyandcir46783.2024.10631534	T
10.1109/vlsitechnologyandcir46783.2024.10631425	T
10.1109/vlsitechnologyandcir46783.2024.10631391	C
10.1109/vlsitechnologyandcir46783.2024.10631429	T
10.1109/vlsitechnologyandcir46783.2024.10631472	T
10.1109/vlsitechnologyandcir46783.2024.10631480	C
10.1109/vlsitechnologyandcir46783.2024.10631530	C
10.1109/vlsitechnologyandcir46783.2024.10631388	C
10.1109/vlsitechnologyandcir46783.2024.10631451	T
10.1109/vlsitechnologyandcir46783.2024.10631508	C
10.1109/vlsitechnologyandcir46783.2024.10631495	C
10.1109/vlsitechnologyandcir46783.2024.10631358	T
10.1109/vlsitechnologyandcir46783.2024.10631344	T
10.1109/vlsitechnologyandcir46783.2024.10631516	C
10.1109/vlsitechnologyandcir46783.2024.10631506	T
10.1109/vlsitechnologyandcir46783.2024.10631435	T
10.1109/vlsitechnologyandcir46783.2024.10631409	C
10.1109/vlsitechnologyandcir46783.2024.10631342	T
10.1109/vlsitechnologyandcir46783.2024.10631514	C
10.1109/vlsitechnologyandcir46783.2024.10631473	C
10.1109/vlsitechnologyandcir46783.2024.10631375	C
10.1109/vlsitechnologyandcir46783.2024.10631331	C
10.1109/vlsitechnologyandcir46783.2024.10631401	T
10.1109/vlsitechnologyandcir46783.2024.10631479	C
10.1109/vlsitechnologyandcir46783.2024.10631374	C
10.1109/vlsitechnologyandcir46783.2024.10631526	C
10.1109/vlsitechnologyandcir46783.2024.10631549	C
10.1109/vlsitechnologyandcir46783.2024.10631446	C
10.1109/vlsitechnologyandcir46783.2024.10631453	C
10.1109/vlsitechnologyandcir46783.2024.10631524	C
10.1109/vlsitechnologyandcir46783.2024.10631392	T
10.1109/vlsitechnologyandcir46783.2024.10631460	T
10.1109/vlsitechnologyandcir46783.2024.10631379	T
10.1109/vlsitechnologyandcir46783.2024.10631496	C
10.1109/vlsitechnologyandcir46783.2024.10631372	C
10.1109/vlsitechnologyandcir46783.2024.10631432	T
10.1109/vlsitechnologyandcir46783.2024.10631463	T
10.1109/vlsitechnologyandcir46783.2024.10631488	U
10.1109/vlsitechnologyandcir46783.2024.10631510	C
10.1109/vlsitechnologyandcir46783.2024.10631528	C
10.1109/vlsitechnologyandcir46783.2024.10631408	C
10.1109/vlsitechnologyandcir46783.2024.10631359	C
10.1109/vlsitechnologyandcir46783.2024.10631455	C
10.1109/vlsitechnologyandcir46783.2024.10631322	C
10.1109/vlsitechnologyandcir46783.2024.10631461	C
10.1109/vlsitechnologyandcir46783.2024.10631515	C
10.1109/vlsitechnologyandcir46783.2024.10631499	C
10.1109/vlsitechnologyandcir46783.2024.10631349	T
10.1109/vlsitechnologyandcir46783.2024.10631556	T
10.1109/vlsitechnologyandcir46783.2024.10631390	C
10.1109/vlsitechnologyandcir46783.2024.10631464	T
